#Chromosome	FeatureStart	FeatureStop	Sequence_IUPAC_Plus	SimilarBlocks	Function	Bile	BSK30	Calcutta	Ensete01	EnseteBedadit	EnseteDerea	FHIA	Itinerans	Kole	Lidi	MasKirana	Pahang	PKW	Tanduk	TongkatLangitMaluku
chr04	4788571	4792674	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	4792935	4795067	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr04	4797964	4799213	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	4809304	4811722	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	4812603	4812863	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1
chr04	4813035	4815843	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	4815848	4816528	.	.	3	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
chr04	4821300	4823974	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	4825771	4829273	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	4839947	4845185	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	4858050	4858401	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	4859967	4861338	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	4863120	4863937	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	4868679	4869796	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0
chr04	4870353	4875391	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	4878680	4880293	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	4891357	4892691	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	4894448	4897651	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	4899025	4914732	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	4919989	4923105	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	4924367	4930861	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	4933710	4934819	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	4939202	4939703	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	4957333	4963626	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	4968252	4969605	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	4985731	4986108	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	4988345	4990020	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	4990283	4993460	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	4997259	4999268	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	4999661	5003232	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5034433	5034918	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5038896	5039456	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5039568	5043901	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	5050822	5054832	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5065356	5067394	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5068366	5075430	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5075935	5078318	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5082500	5084706	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5087433	5091012	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5098354	5103002	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5103267	5105611	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5114885	5120399	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5130705	5131917	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr04	5132747	5137984	.	.	3	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
chr04	5144876	5146214	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	5149043	5150683	.	.	3	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
chr04	5151111	5155968	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	5165592	5171955	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5196068	5201327	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	5203972	5205190	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5218667	5220589	.	.	3	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
chr04	5233358	5240549	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5245927	5248311	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5251828	5255853	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5262600	5263509	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5263353	5263960	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0
chr04	5264065	5266712	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5268129	5274539	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5286181	5286905	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5294792	5298314	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5299781	5304949	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5314074	5316835	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5317526	5321552	.	.	3	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1
chr04	5325770	5330033	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	5331577	5335091	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5346711	5349175	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5352766	5356629	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5357777	5359799	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5360339	5361882	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5366244	5369285	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5377768	5382228	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5382882	5383800	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	5384609	5386048	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5388571	5390205	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5393706	5398213	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	5399296	5402827	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5413439	5418643	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5440918	5442488	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5446182	5446808	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	5446732	5449473	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5467446	5468308	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5477978	5478286	.	.	3	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
chr04	5478708	5480353	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5480896	5486664	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5511347	5514150	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5516594	5520323	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5522974	5523946	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5525828	5535572	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5538999	5539100	.	.	3	0	0	1	0	0	0	1	1	1	0	1	1	0	1	0
chr04	5551458	5552042	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	5560998	5570320	.	.	3	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0
chr04	5572304	5574374	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr04	5589239	5591857	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0
chr04	5595542	5597427	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	5615712	5619612	.	.	3	1	0	1	0	0	0	1	1	1	0	1	1	1	1	0
chr04	5627724	5631911	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5632998	5633850	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5636550	5638513	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	5644976	5647908	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5648131	5650934	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5654387	5658229	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5658276	5658877	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1
chr04	5677980	5683148	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	5688638	5689398	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1
chr04	5689401	5692446	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1
chr04	5695312	5696382	.	.	3	0	1	1	0	0	0	1	0	1	1	1	1	0	1	0
chr04	5698644	5700557	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5702089	5706505	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5712846	5714775	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5732654	5733678	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5734868	5737958	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5739474	5742256	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5742617	5743065	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	5745542	5746050	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5754130	5755651	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5758630	5759227	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5759387	5759524	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5759758	5764428	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5768177	5772994	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5773911	5778114	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5778949	5780101	.	.	3	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1
chr04	5780109	5782937	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1
chr04	5785893	5786463	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5787665	5795940	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	5806962	5808055	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5850510	5851193	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5852076	5857542	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5869346	5871884	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5881885	5890978	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5892476	5893747	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5904658	5905318	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5917574	5919776	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5921235	5921910	.	.	3	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
chr04	5921803	5925624	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5925865	5928864	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0
chr04	5935423	5938714	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5943099	5943293	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0
chr04	5948136	5954728	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	5962066	5963750	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5967149	5973957	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5974745	5978034	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5981810	5992993	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	5982431	5988463	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	5993945	5995011	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	5999828	6003551	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6006810	6008788	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr04	6015652	6016360	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6016616	6017613	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6020246	6026473	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6027659	6028948	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6031887	6033783	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6054349	6055242	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6056374	6061425	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	6067103	6067970	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6073632	6077934	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6102259	6105158	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6112921	6113780	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6115323	6118376	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6123097	6123267	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0
chr04	6130589	6131746	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6138168	6139652	.	.	3	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0
chr04	6148975	6152375	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6155452	6159487	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	6160743	6163161	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6167405	6168213	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6171832	6172893	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6173630	6174539	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	6177335	6184571	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6185430	6189283	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6190074	6190405	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6194482	6197024	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6203389	6208918	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6211690	6221332	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6222761	6225433	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	6228595	6239642	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6240060	6240812	.	.	3	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
chr04	6244187	6256883	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6278368	6282014	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6283084	6286438	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6294392	6299120	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6300023	6306560	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6311908	6319088	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
chr04	6321971	6323713	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6330276	6331197	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1
chr04	6333460	6335336	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6346426	6355495	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	6364074	6367891	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6376855	6378353	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6382868	6385966	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6388272	6389635	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6395411	6399045	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6400944	6405113	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6413733	6416780	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0
chr04	6426186	6428565	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6428999	6429527	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	6430794	6431978	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6433472	6434178	.	.	3	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
chr04	6435668	6437849	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6445791	6450890	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6450811	6453751	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6462315	6464184	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6472889	6477286	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	6478326	6482336	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
chr04	6484861	6486152	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6497482	6504054	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	6504501	6507473	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1
chr04	6507753	6513950	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6514843	6517266	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	6523143	6525902	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6545877	6548166	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6554408	6559485	.	.	3	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
chr04	6572813	6575928	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	6579629	6579734	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	6608169	6614331	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6623457	6624434	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6625518	6628863	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6629525	6634871	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	6637450	6647206	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6648151	6651889	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6653211	6655482	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	6655556	6657097	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	6659928	6660905	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6661204	6662944	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6663352	6663975	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	6665048	6665912	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	6676847	6683055	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6685309	6688534	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6688767	6691702	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6696526	6697035	.	.	3	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0
chr04	6706206	6707827	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6709224	6709646	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0
chr04	6710360	6712080	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6714478	6716271	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6717696	6726447	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6728987	6731241	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6737674	6741198	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	6742186	6744335	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1
chr04	6745933	6746587	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6751999	6759485	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6759519	6764750	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6767965	6778780	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6795291	6796021	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6802472	6806910	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	6807707	6815199	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	6819373	6822842	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6825591	6827930	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6828786	6830003	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0
chr04	6861001	6863230	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr04	6865213	6869761	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6871321	6871836	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6883936	6886269	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6888352	6892003	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	6895163	6897240	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	6899076	6902348	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6903418	6908173	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6935052	6937099	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6976298	6978785	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	6981010	6985713	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0
chr04	7000131	7001608	.	.	3	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0
chr04	7006077	7006562	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7007432	7010146	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	7014437	7018656	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7037754	7038444	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7045972	7053020	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7064318	7072367	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7119337	7122294	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7129670	7137398	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7147369	7149394	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7163241	7168664	.	.	3	1	0	1	0	0	0	1	0	1	0	1	1	0	1	1
chr04	7184535	7188498	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7194163	7202705	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	7212658	7213851	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7213958	7218076	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7221151	7223869	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7234362	7236257	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0
chr04	7236920	7238042	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7242312	7244265	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7244947	7248955	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7249451	7253407	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	7264961	7271984	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7282737	7284074	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	7284723	7289070	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr04	7294674	7298454	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7298675	7302599	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	7311865	7316488	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr04	7319139	7319599	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7320835	7322203	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr04	7324462	7330317	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
